date,count
2022-05-08 03:38:00,1883.4100036621003
2022-05-08 03:39:00,1883.4100036621003
2022-05-08 03:40:00,1883.4100036621003
2022-05-08 03:41:00,1883.4100036621003
2022-05-08 03:42:00,1883.4100036621003
2022-05-08 03:43:00,1883.4100036621003
2022-05-08 03:44:00,1883.4100036621003
2022-05-08 03:45:00,1883.4100036621003
2022-05-08 03:46:00,1883.4100036621003
2022-05-08 03:47:00,1883.4100036621003
2022-05-08 03:48:00,1883.4100036621003
2022-05-08 03:49:00,1883.4100036621003
2022-05-08 03:50:00,1883.4100036621003
2022-05-08 03:51:00,1883.4100036621003
2022-05-08 03:52:00,1883.4100036621003
2022-05-08 03:53:00,1883.4100036621003
2022-05-08 03:54:00,1883.4100036621003
2022-05-08 03:55:00,1883.4100036621003
2022-05-08 03:56:00,1883.4100036621003
2022-05-08 03:57:00,1883.4100036621003
2022-05-08 03:58:00,1883.4100036621003
2022-05-08 03:59:00,1883.4100036621003
2022-05-08 04:00:00,1883.4100036621003
2022-05-08 04:01:00,1883.4100036621003
2022-05-08 04:02:00,1883.4100036621003
2022-05-08 04:03:00,1883.4100036621003
2022-05-08 04:04:00,1883.4100036621003
2022-05-08 04:05:00,1883.4100036621003
2022-05-08 04:06:00,1883.4100036621003
2022-05-08 04:07:00,1883.4100036621003
2022-05-08 04:08:00,1883.4100036621003
2022-05-08 04:09:00,1883.4100036621003
2022-05-08 04:10:00,1883.4100036621003
2022-05-08 04:11:00,1883.4100036621003
2022-05-08 04:12:00,1883.4100036621003
2022-05-08 04:13:00,1883.4100036621003
2022-05-08 04:14:00,1883.4100036621003
2022-05-08 04:15:00,1883.4100036621003
2022-05-08 04:16:00,1883.4100036621003
2022-05-08 04:17:00,1883.4100036621003
2022-05-08 04:18:00,1883.4100036621003
2022-05-08 04:19:00,1883.4100036621003
2022-05-08 04:20:00,1883.4100036621003
2022-05-08 04:21:00,1883.4100036621003
2022-05-08 04:22:00,1883.4100036621003
2022-05-08 04:23:00,1883.4100036621003
2022-05-08 04:24:00,1883.4100036621003
2022-05-08 04:25:00,1883.4100036621003
2022-05-08 04:26:00,1883.4100036621003
2022-05-08 04:27:00,1883.4100036621003
2022-05-08 04:28:00,1883.4100036621003
2022-05-08 04:29:00,1883.4100036621003
2022-05-08 04:30:00,1883.4100036621003
2022-05-08 04:31:00,1883.4100036621003
2022-05-08 04:32:00,1883.4100036621003
2022-05-08 04:33:00,1883.4100036621003
2022-05-08 04:34:00,1883.4100036621003
2022-05-08 04:35:00,1883.4100036621003
2022-05-08 04:36:00,1883.4100036621003
2022-05-08 04:37:00,1883.4100036621003
2022-05-08 04:38:00,1883.4100036621003
2022-05-08 04:39:00,1883.4100036621003
2022-05-08 04:40:00,1883.4100036621003
2022-05-08 04:41:00,1883.4100036621003
2022-05-08 04:42:00,1883.4100036621003
2022-05-08 04:43:00,1883.4100036621003
2022-05-08 04:44:00,1883.4100036621003
2022-05-08 04:45:00,1883.4100036621003
2022-05-08 04:46:00,1883.4100036621003
2022-05-08 04:47:00,1883.4100036621003
2022-05-08 04:48:00,1883.4100036621003
2022-05-08 04:49:00,1883.4100036621003
2022-05-08 04:50:00,1883.4100036621003
2022-05-08 04:51:00,1883.4100036621003
2022-05-08 04:52:00,1883.4100036621003
2022-05-08 04:53:00,1883.4100036621003
2022-05-08 04:54:00,1883.4100036621003
2022-05-08 04:55:00,1883.4100036621003
2022-05-08 04:56:00,1883.4100036621003
2022-05-08 04:57:00,1883.4100036621003
2022-05-08 04:58:00,1883.4100036621003
2022-05-08 04:59:00,1883.4100036621003
2022-05-08 05:00:00,1883.4100036621003
2022-05-08 05:01:00,1883.4100036621003
2022-05-08 05:02:00,1883.4100036621003
2022-05-08 05:03:00,1883.4100036621003
2022-05-08 05:04:00,1883.4100036621003
2022-05-08 05:05:00,1883.4100036621003
2022-05-08 05:06:00,1883.4100036621003
2022-05-08 05:07:00,1883.4100036621003
2022-05-08 05:08:00,1883.4100036621003
2022-05-08 05:09:00,1883.4100036621003
2022-05-08 05:10:00,1883.4100036621003
2022-05-08 05:11:00,1883.4100036621003
2022-05-08 05:12:00,1883.4100036621003
2022-05-08 05:13:00,1883.4100036621003
2022-05-08 05:14:00,1883.4100036621003
2022-05-08 05:15:00,1883.4100036621003
2022-05-08 05:16:00,1883.4100036621003
2022-05-08 05:17:00,1883.4100036621003
2022-05-08 05:18:00,1883.4100036621003
2022-05-08 05:19:00,1883.4100036621003
2022-05-08 05:20:00,1883.4100036621003
2022-05-08 05:21:00,1883.4100036621003
2022-05-08 05:22:00,1883.4100036621003
2022-05-08 05:23:00,1883.4100036621003
2022-05-08 05:24:00,1883.4100036621003
2022-05-08 05:25:00,1883.4100036621003
2022-05-08 05:26:00,1883.4100036621003
2022-05-08 05:27:00,1883.4100036621003
2022-05-08 05:28:00,1883.4100036621003
2022-05-08 05:29:00,1883.4100036621003
2022-05-08 05:30:00,1883.4100036621003
2022-05-08 05:31:00,1883.4100036621003
2022-05-08 05:32:00,1883.4100036621003
2022-05-08 05:33:00,1883.4100036621003
2022-05-08 05:34:00,1883.4100036621003
2022-05-08 05:35:00,1883.4100036621003
2022-05-08 05:36:00,1883.4100036621003
2022-05-08 05:37:00,1883.4100036621003
2022-05-08 05:38:00,1883.4100036621003
2022-05-08 05:39:00,1883.4100036621003
2022-05-08 05:40:00,1883.4100036621003
2022-05-08 05:41:00,1883.4100036621003
2022-05-08 05:42:00,1883.4100036621003
2022-05-08 05:43:00,1883.4100036621003
2022-05-08 05:44:00,1883.4100036621003
2022-05-08 05:45:00,1883.4100036621003
2022-05-08 05:46:00,1883.4100036621003
2022-05-08 05:47:00,1883.4100036621003
2022-05-08 05:48:00,1883.4100036621003
2022-05-08 05:49:00,1883.4100036621003
2022-05-08 05:50:00,1883.4100036621003
2022-05-08 05:51:00,1883.4100036621003
2022-05-08 05:52:00,1883.4100036621003
2022-05-08 05:53:00,1883.4100036621003
2022-05-08 05:54:00,1883.4100036621003
2022-05-08 05:55:00,1883.4100036621003
2022-05-08 05:56:00,1883.4100036621003
2022-05-08 05:57:00,1883.4100036621003
2022-05-08 05:58:00,1883.4100036621003
2022-05-08 05:59:00,1883.4100036621003
2022-05-08 06:00:00,1883.4100036621003
2022-05-08 06:01:00,1883.4100036621003
2022-05-08 06:02:00,1883.4100036621003
2022-05-08 06:03:00,1883.4100036621003
2022-05-08 06:04:00,1883.4100036621003
2022-05-08 06:05:00,1883.4100036621003
2022-05-08 06:06:00,1883.4100036621003
2022-05-08 06:07:00,1883.4100036621003
2022-05-08 06:08:00,1883.4100036621003
2022-05-08 06:09:00,1883.4100036621003
2022-05-08 06:10:00,1883.4100036621003
2022-05-08 06:11:00,1883.4100036621003
2022-05-08 06:12:00,1883.4100036621003
2022-05-08 06:13:00,1883.4100036621003
2022-05-08 06:14:00,1883.4100036621003
2022-05-08 06:15:00,1883.4100036621003
2022-05-08 06:16:00,1883.4100036621003
2022-05-08 06:17:00,1883.4100036621003
2022-05-08 06:18:00,1883.4100036621003
2022-05-08 06:19:00,1883.4100036621003
2022-05-08 06:20:00,1883.4100036621003
2022-05-08 06:21:00,1883.4100036621003
2022-05-08 06:22:00,1883.4100036621003
2022-05-08 06:23:00,1883.4100036621003
2022-05-08 06:24:00,1883.4100036621003
2022-05-08 06:25:00,1883.4100036621003
2022-05-08 06:26:00,1883.4100036621003
2022-05-08 06:27:00,1883.4100036621003
2022-05-08 06:28:00,1883.4100036621003
2022-05-08 06:29:00,1883.4100036621003
2022-05-08 06:30:00,1883.4100036621003
2022-05-08 06:31:00,1883.4100036621003
2022-05-08 06:32:00,1883.4100036621003
2022-05-08 06:33:00,1883.4100036621003
2022-05-08 06:34:00,1883.4100036621003
2022-05-08 06:35:00,1883.4100036621003
2022-05-08 06:36:00,1883.4100036621003
2022-05-08 06:37:00,1883.4100036621003
2022-05-08 06:38:00,1883.4100036621003
2022-05-08 06:39:00,1883.4100036621003
2022-05-08 06:40:00,1883.4100036621003
2022-05-08 06:41:00,1883.4100036621003
2022-05-08 06:42:00,1883.4100036621003
2022-05-08 06:43:00,1883.4100036621003
2022-05-08 06:44:00,1883.4100036621003
2022-05-08 06:45:00,1883.4100036621003
2022-05-08 06:46:00,1883.4100036621003
2022-05-08 06:47:00,1883.4100036621003
2022-05-08 06:48:00,1883.4100036621003
2022-05-08 06:49:00,1883.4100036621003
2022-05-08 06:50:00,1883.4100036621003
2022-05-08 06:51:00,1883.4100036621003
2022-05-08 06:52:00,1883.4100036621003
2022-05-08 06:53:00,1883.4100036621003
2022-05-08 06:54:00,1883.4100036621003
2022-05-08 06:55:00,1883.4100036621003
2022-05-08 06:56:00,1883.4100036621003
2022-05-08 06:57:00,1883.4100036621003
2022-05-08 06:58:00,1883.4100036621003
2022-05-08 06:59:00,1883.4100036621003
2022-05-08 07:00:00,1883.4100036621003
2022-05-08 07:01:00,1883.4100036621003
2022-05-08 07:02:00,1883.4100036621003
2022-05-08 07:03:00,1883.4100036621003
2022-05-08 07:04:00,1883.4100036621003
2022-05-08 07:05:00,1883.4100036621003
2022-05-08 07:06:00,1883.4100036621003
2022-05-08 07:07:00,1883.4100036621003
2022-05-08 07:08:00,1883.4100036621003
2022-05-08 07:09:00,1883.4100036621003
2022-05-08 07:10:00,1883.4100036621003
2022-05-08 07:11:00,1883.4100036621003
2022-05-08 07:12:00,1883.4100036621003
2022-05-08 07:13:00,1883.4100036621003
2022-05-08 07:14:00,1883.4100036621003
2022-05-08 07:15:00,1883.4100036621003
2022-05-08 07:16:00,1883.4100036621003
2022-05-08 07:17:00,1883.4100036621003
2022-05-08 07:18:00,1883.4100036621003
2022-05-08 07:19:00,1883.4100036621003
2022-05-08 07:20:00,1883.4100036621003
2022-05-08 07:21:00,1883.4100036621003
2022-05-08 07:22:00,1883.4100036621003
2022-05-08 07:23:00,1883.4100036621003
2022-05-08 07:24:00,1883.4100036621003
2022-05-08 07:25:00,1883.4100036621003
2022-05-08 07:26:00,1883.4100036621003
2022-05-08 07:27:00,1883.4100036621003
2022-05-08 07:28:00,1883.4100036621003
2022-05-08 07:29:00,1883.4100036621003
2022-05-08 07:30:00,1883.4100036621003
2022-05-08 07:31:00,1883.4100036621003
2022-05-08 07:32:00,1883.4100036621003
2022-05-08 07:33:00,1883.4100036621003
2022-05-08 07:34:00,1883.4100036621003
2022-05-08 07:35:00,1883.4100036621003
2022-05-08 07:36:00,1883.4100036621003
2022-05-08 07:37:00,1883.4100036621003
2022-05-08 07:38:00,1883.4100036621003
2022-05-08 07:39:00,1883.4100036621003
2022-05-08 07:40:00,1883.4100036621003
2022-05-08 07:41:00,1883.4100036621003
2022-05-08 07:42:00,1883.4100036621003
2022-05-08 07:43:00,1883.4100036621003
2022-05-08 07:44:00,1883.4100036621003
2022-05-08 07:45:00,1883.4100036621003
2022-05-08 07:46:00,1883.4100036621003
2022-05-08 07:47:00,1883.4100036621003
2022-05-08 07:48:00,1883.4100036621003
2022-05-08 07:49:00,1883.4100036621003
2022-05-08 07:50:00,1883.4100036621003
2022-05-08 07:51:00,1883.4100036621003
2022-05-08 07:52:00,1883.4100036621003
2022-05-08 07:53:00,1883.4100036621003
2022-05-08 07:54:00,1883.4100036621003
2022-05-08 07:55:00,1883.4100036621003
2022-05-08 07:56:00,1883.4100036621003
2022-05-08 07:57:00,1883.4100036621003
2022-05-08 07:58:00,1883.4100036621003
2022-05-08 07:59:00,1883.4100036621003
2022-05-08 08:00:00,1883.4100036621003
2022-05-08 08:01:00,1883.4100036621003
2022-05-08 08:02:00,1883.4100036621003
2022-05-08 08:03:00,1883.4100036621003
2022-05-08 08:04:00,1883.4100036621003
2022-05-08 08:05:00,1883.4100036621003
2022-05-08 08:06:00,1883.4100036621003
2022-05-08 08:07:00,1883.4100036621003
2022-05-08 08:08:00,1883.4100036621003
2022-05-08 08:09:00,1883.4100036621003
2022-05-08 08:10:00,1883.4100036621003
2022-05-08 08:11:00,1883.4100036621003
2022-05-08 08:12:00,1883.4100036621003
2022-05-08 08:13:00,1883.4100036621003
2022-05-08 08:14:00,1883.4100036621003
2022-05-08 08:15:00,1883.4100036621003
2022-05-08 08:16:00,1883.4100036621003
2022-05-08 08:17:00,1883.4100036621003
2022-05-08 08:18:00,1883.4100036621003
2022-05-08 08:19:00,1883.4100036621003
2022-05-08 08:20:00,1883.4100036621003
2022-05-08 08:21:00,1883.4100036621003
2022-05-08 08:22:00,1883.4100036621003
2022-05-08 08:23:00,1883.4100036621003
2022-05-08 08:24:00,1883.4100036621003
2022-05-08 08:25:00,1883.4100036621003
2022-05-08 08:26:00,1883.4100036621003
2022-05-08 08:27:00,1883.4100036621003
2022-05-08 08:28:00,1883.4100036621003
2022-05-08 08:29:00,1883.4100036621003
2022-05-08 08:30:00,1883.4100036621003
2022-05-08 08:31:00,1883.4100036621003
2022-05-08 08:32:00,1883.4100036621003
2022-05-08 08:33:00,1883.4100036621003
2022-05-08 08:34:00,1883.4100036621003
2022-05-08 08:35:00,1883.4100036621003
2022-05-08 08:36:00,1883.4100036621003
2022-05-08 08:37:00,1883.4100036621003
2022-05-08 08:38:00,1883.4100036621003
2022-05-08 08:39:00,1883.4100036621003
2022-05-08 08:40:00,1883.4100036621003
2022-05-08 08:41:00,1883.4100036621003
2022-05-08 08:42:00,1883.4100036621003
2022-05-08 08:43:00,1883.4100036621003
2022-05-08 08:44:00,1883.4100036621003
2022-05-08 08:45:00,1883.4100036621003
2022-05-08 08:46:00,1883.4100036621003
2022-05-08 08:47:00,1883.4100036621003
2022-05-08 08:48:00,1883.4100036621003
2022-05-08 08:49:00,1883.4100036621003
2022-05-08 08:50:00,1883.4100036621003
2022-05-08 08:51:00,1883.4100036621003
2022-05-08 08:52:00,1883.4100036621003
2022-05-08 08:53:00,1883.4100036621003
2022-05-08 08:54:00,1883.4100036621003
2022-05-08 08:55:00,1883.4100036621003
2022-05-08 08:56:00,1883.4100036621003
2022-05-08 08:57:00,1883.4100036621003
2022-05-08 08:58:00,1883.4100036621003
2022-05-08 08:59:00,1883.4100036621003
2022-05-08 09:00:00,1883.4100036621003
2022-05-08 09:01:00,1883.4100036621003
2022-05-08 09:02:00,1883.4100036621003
2022-05-08 09:03:00,1883.4100036621003
2022-05-08 09:04:00,1883.4100036621003
2022-05-08 09:05:00,1883.4100036621003
2022-05-08 09:06:00,1883.4100036621003
2022-05-08 09:07:00,1883.4100036621003
2022-05-08 09:08:00,1883.4100036621003
2022-05-08 09:09:00,1883.4100036621003
2022-05-08 09:10:00,1883.4100036621003
2022-05-08 09:11:00,1883.4100036621003
2022-05-08 09:12:00,1883.4100036621003
2022-05-08 09:13:00,1883.4100036621003
2022-05-08 09:14:00,1883.4100036621003
2022-05-08 09:15:00,1883.4100036621003
2022-05-08 09:16:00,1883.4100036621003
2022-05-08 09:17:00,1883.4100036621003
2022-05-08 09:18:00,1883.4100036621003
2022-05-08 09:19:00,1883.4100036621003
2022-05-08 09:20:00,1883.4100036621003
2022-05-08 09:21:00,1883.4100036621003
2022-05-08 09:22:00,1883.4100036621003
2022-05-08 09:23:00,1883.4100036621003
2022-05-08 09:24:00,1883.4100036621003
2022-05-08 09:25:00,1883.4100036621003
2022-05-08 09:26:00,1883.4100036621003
2022-05-08 09:27:00,1883.4100036621003
2022-05-08 09:28:00,1883.4100036621003
2022-05-08 09:29:00,1883.4100036621003
2022-05-08 09:30:00,1883.4100036621003
2022-05-08 09:31:00,1883.4100036621003
2022-05-08 09:32:00,1883.4100036621003
2022-05-08 09:33:00,1883.4100036621003
2022-05-08 09:34:00,1883.4100036621003
2022-05-08 09:35:00,1883.4100036621003
2022-05-08 09:36:00,1883.4100036621003
2022-05-08 09:37:00,1883.4100036621003
2022-05-08 09:38:00,1883.4100036621003
2022-05-08 09:39:00,1883.4100036621003
2022-05-08 09:40:00,1883.4100036621003
2022-05-08 09:41:00,1883.4100036621003
2022-05-08 09:42:00,1883.4100036621003
2022-05-08 09:43:00,1883.4100036621003
2022-05-08 09:44:00,1883.4100036621003
2022-05-08 09:45:00,1883.4100036621003
2022-05-08 09:46:00,1883.4100036621003
2022-05-08 09:47:00,1883.4100036621003
2022-05-08 09:48:00,1883.4100036621003
2022-05-08 09:49:00,1883.4100036621003
2022-05-08 09:50:00,1883.4100036621003
2022-05-08 09:51:00,1883.4100036621003
2022-05-08 09:52:00,1883.4100036621003
2022-05-08 09:53:00,1883.4100036621003
2022-05-08 09:54:00,1883.4100036621003
2022-05-08 09:55:00,1883.4100036621003
2022-05-08 09:56:00,1883.4100036621003
2022-05-08 09:57:00,1883.4100036621003
2022-05-08 09:58:00,1883.4100036621003
2022-05-08 09:59:00,1883.4100036621003
2022-05-08 10:00:00,1883.4100036621003
2022-05-08 10:01:00,1883.4100036621003
2022-05-08 10:02:00,1883.4100036621003
2022-05-08 10:03:00,1883.4100036621003
2022-05-08 10:04:00,1883.4100036621003
2022-05-08 10:05:00,1883.4100036621003
2022-05-08 10:06:00,1883.4100036621003
2022-05-08 10:07:00,1883.4100036621003
2022-05-08 10:08:00,1883.4100036621003
2022-05-08 10:09:00,1883.4100036621003
2022-05-08 10:10:00,1883.4100036621003
2022-05-08 10:11:00,1883.4100036621003
2022-05-08 10:12:00,1883.4100036621003
2022-05-08 10:13:00,1883.4100036621003
2022-05-08 10:14:00,1883.4100036621003
2022-05-08 10:15:00,1883.4100036621003
2022-05-08 10:16:00,1883.4100036621003
2022-05-08 10:17:00,1883.4100036621003
2022-05-08 10:18:00,1883.4100036621003
2022-05-08 10:19:00,1883.4100036621003
2022-05-08 10:20:00,1883.4100036621003
2022-05-08 10:21:00,1883.4100036621003
2022-05-08 10:22:00,1883.4100036621003
2022-05-08 10:23:00,1883.4100036621003
2022-05-08 10:24:00,1883.4100036621003
2022-05-08 10:25:00,1883.4100036621003
2022-05-08 10:26:00,1883.4100036621003
2022-05-08 10:27:00,1883.4100036621003
2022-05-08 10:28:00,1883.4100036621003
2022-05-08 10:29:00,1883.4100036621003
2022-05-08 10:30:00,1883.4100036621003
2022-05-08 10:31:00,1883.4100036621003
2022-05-08 10:32:00,1883.4100036621003
2022-05-08 10:33:00,1883.4100036621003
2022-05-08 10:34:00,1883.4100036621003
2022-05-08 10:35:00,1883.4100036621003
2022-05-08 10:36:00,1883.4100036621003
2022-05-08 10:37:00,1883.4100036621003
2022-05-08 10:38:00,1883.4100036621003
2022-05-08 10:39:00,1883.4100036621003
2022-05-08 10:40:00,1883.4100036621003
2022-05-08 10:41:00,1883.4100036621003
2022-05-08 10:42:00,1883.4100036621003
2022-05-08 10:43:00,1883.4100036621003
2022-05-08 10:44:00,1883.4100036621003
2022-05-08 10:45:00,1883.4100036621003
2022-05-08 10:46:00,1883.4100036621003
2022-05-08 10:47:00,1883.4100036621003
2022-05-08 10:48:00,1883.4100036621003
2022-05-08 10:49:00,1883.4100036621003
2022-05-08 10:50:00,1883.4100036621003
2022-05-08 10:51:00,1883.4100036621003
2022-05-08 10:52:00,1883.4100036621003
2022-05-08 10:53:00,1883.4100036621003
2022-05-08 10:54:00,1883.4100036621003
2022-05-08 10:55:00,1883.4100036621003
2022-05-08 10:56:00,1883.4100036621003
2022-05-08 10:57:00,1883.4100036621003
2022-05-08 10:58:00,1883.4100036621003
2022-05-08 10:59:00,1883.4100036621003
2022-05-08 11:00:00,1883.4100036621003
2022-05-08 11:01:00,1883.4100036621003
2022-05-08 11:02:00,1883.4100036621003
2022-05-08 11:03:00,1883.4100036621003
2022-05-08 11:04:00,1883.4100036621003
2022-05-08 11:05:00,1883.4100036621003
2022-05-08 11:06:00,1883.4100036621003
2022-05-08 11:07:00,1883.4100036621003
2022-05-08 11:08:00,1883.4100036621003
2022-05-08 11:09:00,1883.4100036621003
2022-05-08 11:10:00,1883.4100036621003
2022-05-08 11:11:00,1883.4100036621003
2022-05-08 11:12:00,1883.4100036621003
2022-05-08 11:13:00,1883.4100036621003
2022-05-08 11:14:00,1883.4100036621003
2022-05-08 11:15:00,1883.4100036621003
2022-05-08 11:16:00,1883.4100036621003
2022-05-08 11:17:00,1883.4100036621003
2022-05-08 11:18:00,1883.4100036621003
2022-05-08 11:19:00,1883.4100036621003
2022-05-08 11:20:00,1883.4100036621003
2022-05-08 11:21:00,1883.4100036621003
2022-05-08 11:22:00,1883.4100036621003
2022-05-08 11:23:00,1883.4100036621003
2022-05-08 11:24:00,1883.4100036621003
2022-05-08 11:25:00,1883.4100036621003
2022-05-08 11:26:00,1883.4100036621003
2022-05-08 11:27:00,1883.4100036621003
2022-05-08 11:28:00,1883.4100036621003
2022-05-08 11:29:00,1883.4100036621003
2022-05-08 11:30:00,1883.4100036621003
2022-05-08 11:31:00,1883.4100036621003
2022-05-08 11:32:00,1883.4100036621003
2022-05-08 11:33:00,1883.4100036621003
2022-05-08 11:34:00,1883.4100036621003
2022-05-08 11:35:00,1883.4100036621003
2022-05-08 11:36:00,1883.4100036621003
2022-05-08 11:37:00,1883.4100036621003
2022-05-08 11:38:00,1883.4100036621003
2022-05-08 11:39:00,1883.4100036621003
2022-05-08 11:40:00,1883.4100036621003
2022-05-08 11:41:00,1883.4100036621003
2022-05-08 11:42:00,1883.4100036621003
2022-05-08 11:43:00,1883.4100036621003
2022-05-08 11:44:00,1883.4100036621003
2022-05-08 11:45:00,1883.4100036621003
2022-05-08 11:46:00,1883.4100036621003
2022-05-08 11:47:00,1883.4100036621003
2022-05-08 11:48:00,1883.4100036621003
2022-05-08 11:49:00,1883.4100036621003
2022-05-08 11:50:00,1883.4100036621003
2022-05-08 11:51:00,1883.4100036621003
2022-05-08 11:52:00,1883.4100036621003
2022-05-08 11:53:00,1883.4100036621003
2022-05-08 11:54:00,1883.4100036621003
2022-05-08 11:55:00,1883.4100036621003
2022-05-08 11:56:00,1883.4100036621003
2022-05-08 11:57:00,1883.4100036621003
2022-05-08 11:58:00,1883.4100036621003
2022-05-08 11:59:00,1883.4100036621003
2022-05-08 12:00:00,1883.4100036621003
2022-05-08 12:01:00,1883.4100036621003
2022-05-08 12:02:00,1883.4100036621003
2022-05-08 12:03:00,1883.4100036621003
2022-05-08 12:04:00,1883.4100036621003
2022-05-08 12:05:00,1883.4100036621003
2022-05-08 12:06:00,1883.4100036621003
2022-05-08 12:07:00,1883.4100036621003
2022-05-08 12:08:00,1883.4100036621003
2022-05-08 12:09:00,1883.4100036621003
2022-05-08 12:10:00,1883.4100036621003
2022-05-08 12:11:00,1883.4100036621003
2022-05-08 12:12:00,1883.4100036621003
2022-05-08 12:13:00,1883.4100036621003
2022-05-08 12:14:00,1883.4100036621003
2022-05-08 12:15:00,1883.4100036621003
